MsgID.LOCAL_POSITION,1507.0260000,10.0459270,11.5236712,-2.9060380
MsgID.LOCAL_VELOCITY,1507.0260000,0.2150616,-1.5351853,0.0402765
MsgID.GLOBAL_POSITION,0.0000000,-122.3956197,37.7933757,2.9050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-2.1400000,0.1100000
MsgID.LOCAL_POSITION,1507.2760000,10.0469809,11.0689898,-2.9051695
MsgID.LOCAL_VELOCITY,1507.2760000,0.0034825,-2.1431789,0.1186084
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956255,37.7933740,2.8950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1600000,-2.0100000,0.1200000
MsgID.LOCAL_POSITION,1507.5250000,9.8547668,10.5562763,-2.8958585
MsgID.LOCAL_VELOCITY,1507.5250000,-0.1675976,-2.0138934,0.1221182
MsgID.GLOBAL_POSITION,0.0000000,-122.3956303,37.7933734,2.8940000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0700000,-1.3500000,0.0700000
MsgID.LOCAL_POSITION,1507.7760000,9.7911129,10.1353807,-2.8940983
MsgID.LOCAL_VELOCITY,1507.7760000,-0.0734451,-1.3527068,0.0791784
MsgID.GLOBAL_POSITION,0.0000000,-122.3956330,37.7933745,2.8990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.5900000,0.0200000
MsgID.LOCAL_POSITION,1508.0270000,9.9052782,9.8894606,-2.8998837
MsgID.LOCAL_VELOCITY,1508.0270000,0.0054630,-0.5935227,0.0238097
MsgID.GLOBAL_POSITION,0.0000000,-122.3956341,37.7933741,2.9030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.2600000,0.0500000
MsgID.LOCAL_POSITION,1508.2760000,9.8620167,9.7922716,-2.9030619
MsgID.LOCAL_VELOCITY,1508.2760000,-0.0001322,-0.2637804,0.0559293
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956346,37.7933740,2.8860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0800000,0.0600000
MsgID.LOCAL_POSITION,1508.5270000,9.8586340,9.7474651,-2.8868413
MsgID.LOCAL_VELOCITY,1508.5270000,0.0010707,-0.0894490,0.0684270
MsgID.GLOBAL_POSITION,0.0000000,-122.3956347,37.7933730,2.8850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0200000
MsgID.LOCAL_POSITION,1508.7770000,9.7395611,9.7365894,-2.8859375
MsgID.LOCAL_VELOCITY,1508.7770000,0.0024351,-0.0124239,-0.0276622
MsgID.GLOBAL_POSITION,0.0000000,-122.3956347,37.7933749,2.8850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0200000,-0.0700000
MsgID.LOCAL_POSITION,1509.0270000,9.9535580,9.7402010,-2.8859584
MsgID.LOCAL_VELOCITY,1509.0270000,0.0119819,0.0286820,-0.0736180
MsgID.GLOBAL_POSITION,0.0000000,-122.3956345,37.7933749,2.8830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0300000,-0.1000000
MsgID.LOCAL_POSITION,1509.2780000,9.9575291,9.7598410,-2.8837202
MsgID.LOCAL_VELOCITY,1509.2780000,0.0075313,0.0395299,-0.1077679
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956334,37.7933732,2.8660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0300000,-0.1000000
MsgID.LOCAL_POSITION,1509.5280000,9.7671833,9.8588924,-2.8662641
MsgID.LOCAL_VELOCITY,1509.5280000,-0.0012287,0.0395856,-0.1003358
MsgID.GLOBAL_POSITION,0.0000000,-122.3956324,37.7933752,2.8670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0300000,-0.1700000
MsgID.LOCAL_POSITION,1509.7780000,9.9828043,9.9483404,-2.8678384
